Txn_Date,Product_Id,Product_Type,Zip,Total_Sales_sum
2021-03,2,Leashes,30018,40.0
2021-01,5,Attire,30004,10.0
2021-01,7,Crate,30020,60.0
2021-01,7,Crate,30058,120.0
2021-02,16,Attire,30038,10.0
2021-02,17,Gates,30037,100.0
2021-01,19,"Exercise Pen",30074,200.0
2021-01,2,Leashes,30008,80.0
2021-02,13,Leashes,30035,160.0
2021-02,14,Beds,30019,90.0
2021-01,10,"Grooming Supplies",30015,100.0
2021-01,9,Bowls,30061,10.0
2021-01,4,Kennel,30032,160.0
2021-01,12,Collar,30040,40.0
2021-01,10,"Grooming Supplies",30094,100.0
2021-01,22,Toys,30007,25.0
2021-01,10,"Grooming Supplies",30070,175.0
2021-01,13,Leashes,30075,40.0
2021-01,6,Gates,30065,150.0
2021-02,9,Bowls,30010,30.0
2021-02,18,Crate,30091,60.0
2021-02,3,Beds,30052,60.0
2021-01,20,Bowls,30049,30.0
2021-02,21,"Grooming Supplies",30037,50.0
2021-01,19,"Exercise Pen",30081,100.0
2021-02,5,Attire,30073,20.0
2021-01,13,Leashes,30083,40.0
2021-01,1,Collar,30048,10.0
2021-01,6,Gates,30030,150.0
2021-01,2,Leashes,30025,20.0
2021-02,14,Beds,30067,60.0
2021-02,12,Collar,30074,10.0
2021-01,12,Collar,30077,40.0
2021-01,19,"Exercise Pen",30082,300.0
2021-01,12,Collar,30006,20.0
2021-02,16,Attire,30086,20.0
2021-01,15,Kennel,30032,40.0
2021-01,19,"Exercise Pen",30016,200.0
2021-01,14,Beds,30064,90.0
2021-01,12,Collar,30060,10.0
2021-01,2,Leashes,30001,60.0
2021-01,5,Attire,30061,50.0
2021-01,5,Attire,30074,90.0
2021-01,5,Attire,30095,30.0
2021-01,6,Gates,30031,150.0
2021-02,18,Crate,30067,60.0
2021-02,10,"Grooming Supplies",30046,125.0
2021-02,11,Toys,30021,225.0
2021-02,7,Crate,30056,780.0
2021-02,2,Leashes,30048,40.0
2021-02,2,Leashes,30033,20.0
2021-02,14,Beds,30099,120.0
2021-02,1,Collar,30092,60.0
2021-02,7,Crate,30076,240.0
2021-03,3,Beds,30057,60.0
2021-03,12,Collar,30042,10.0
2021-03,10,"Grooming Supplies",30016,75.0
2021-03,1,Collar,30078,30.0
2021-03,4,Kennel,30086,80.0
2021-03,20,Bowls,30041,30.0
2021-03,6,Gates,30059,100.0
2021-03,1,Collar,30010,30.0
2021-03,18,Crate,30070,240.0
2021-03,16,Attire,30063,20.0
2021-03,11,Toys,30091,125.0
2021-03,2,Leashes,30044,40.0
2021-04,9,Bowls,30023,20.0
2021-04,7,Crate,30053,60.0
2021-04,21,"Grooming Supplies",30078,25.0
2021-04,7,Crate,30090,60.0
2021-04,5,Attire,30017,10.0
2021-05,9,Bowls,30005,20.0
2021-05,14,Beds,30095,60.0
2021-05,3,Beds,30095,60.0
2021-05,1,Collar,30080,20.0
2021-05,3,Beds,30096,30.0
2021-05,11,Toys,30051,25.0
2021-05,11,Toys,30058,25.0
2021-05,6,Gates,30004,100.0
2021-05,4,Kennel,30060,80.0
2021-05,9,Bowls,30043,10.0
2021-05,4,Kennel,30043,80.0
2021-05,22,Toys,30043,25.0
2021-05,8,"Exercise Pen",30089,400.0
2021-06,5,Attire,30024,10.0
2021-06,9,Bowls,30001,20.0
2021-06,9,Bowls,30020,10.0
2021-06,2,Leashes,30043,40.0
2021-06,5,Attire,30088,20.0
2021-06,5,Attire,30076,20.0
2021-06,18,Crate,30034,120.0
2021-06,4,Kennel,30047,80.0
2021-06,13,Leashes,30053,40.0
2021-06,2,Leashes,30072,40.0
2021-07,19,"Exercise Pen",30018,100.0
2021-07,14,Beds,30083,60.0
2021-07,17,Gates,30026,50.0
2021-07,4,Kennel,30020,80.0
2021-07,22,Toys,30035,25.0
2021-07,14,Beds,30040,60.0
2021-07,1,Collar,30012,20.0
2021-07,5,Attire,30012,40.0
2021-07,7,Crate,30046,120.0
2021-07,4,Kennel,30088,80.0
2021-08,6,Gates,30002,50.0
2021-08,4,Kennel,30054,40.0
2021-08,1,Collar,30035,10.0
2021-08,15,Kennel,30039,40.0
2021-08,11,Toys,30046,25.0
2021-08,4,Kennel,30099,80.0
2021-08,2,Leashes,30024,20.0
2021-08,3,Beds,30075,60.0
2021-08,19,"Exercise Pen",30071,100.0
2021-08,14,Beds,30008,60.0
2021-08,20,Bowls,30010,10.0
2021-08,2,Leashes,30003,40.0
2021-08,18,Crate,30006,120.0
2021-09,19,"Exercise Pen",30042,100.0
2021-09,4,Kennel,30049,80.0
2021-09,13,Leashes,30077,20.0
2021-09,6,Gates,30043,50.0
2021-10,3,Beds,30055,60.0
2021-10,19,"Exercise Pen",30006,200.0
2021-10,12,Collar,30007,20.0
2021-10,20,Bowls,30044,20.0
2021-10,14,Beds,30094,30.0
2021-10,16,Attire,30061,10.0
2021-10,4,Kennel,30031,80.0
2021-10,9,Bowls,30052,10.0
2021-11,15,Kennel,30006,80.0
2021-11,6,Gates,30030,200.0
2021-11,13,Leashes,30068,20.0
2021-11,1,Collar,30080,10.0
2021-11,3,Beds,30071,30.0
2021-12,8,"Exercise Pen",30094,300.0
2021-12,4,Kennel,30008,40.0
2021-12,5,Attire,30011,20.0
2021-12,10,"Grooming Supplies",30049,25.0
2021-12,6,Gates,30072,50.0
2021-12,4,Kennel,30005,160.0
2021-12,7,Crate,30031,60.0
2021-12,8,"Exercise Pen",30092,200.0
2021-12,4,Kennel,30001,40.0
2021-12,10,"Grooming Supplies",30045,25.0
2021-01,8,"Exercise Pen",30099,700.0
2021-01,4,Kennel,30068,120.0
2021-01,20,Bowls,30035,20.0
2021-01,4,Kennel,30062,240.0
2021-02,20,Bowls,30051,10.0
2021-02,10,"Grooming Supplies",30096,25.0
2021-03,8,"Exercise Pen",30078,200.0
2021-03,18,Crate,30092,120.0
2021-03,11,Toys,30012,50.0
2021-03,7,Crate,30057,120.0
2021-01,22,Toys,30080,125.0
2021-01,2,Leashes,30085,40.0
2021-01,4,Kennel,30021,440.0
2021-01,22,Toys,30044,50.0
2021-02,4,Kennel,30029,280.0
2021-02,5,Attire,30011,30.0
2021-02,5,Attire,30044,70.0
2021-03,3,Beds,30030,60.0
2021-03,6,Gates,30050,50.0
2021-01,16,Attire,30046,50.0
2021-01,9,Bowls,30095,40.0
2021-01,11,Toys,30028,50.0
2021-01,8,"Exercise Pen",30045,600.0
2021-01,14,Beds,30016,90.0
2021-02,22,Toys,30043,75.0
2021-02,5,Attire,30014,30.0
2021-02,6,Gates,30037,300.0
2021-02,6,Gates,30022,200.0
2021-02,11,Toys,30036,125.0
2021-02,3,Beds,30053,210.0
2021-02,21,"Grooming Supplies",30006,50.0
2021-03,11,Toys,30020,50.0
2021-03,11,Toys,30029,50.0
2021-03,9,Bowls,30033,10.0
2021-01,16,Attire,30004,10.0
2021-01,20,Bowls,30013,20.0
2021-02,3,Beds,30089,30.0
2021-01,13,Leashes,30088,60.0
2021-01,12,Collar,30078,30.0
2021-02,16,Attire,30091,30.0
2021-02,1,Collar,30006,80.0
2021-01,12,Collar,30055,10.0
2021-01,21,"Grooming Supplies",30054,75.0
2021-02,5,Attire,30048,40.0
2021-02,1,Collar,30051,30.0
2021-02,7,Crate,30055,300.0
2021-02,15,Kennel,30011,80.0
2021-02,8,"Exercise Pen",30036,300.0
2021-02,6,Gates,30080,150.0
2021-01,13,Leashes,30035,100.0
2021-01,11,Toys,30003,50.0
2021-02,2,Leashes,30072,40.0
2021-02,1,Collar,30076,20.0
2021-01,18,Crate,30023,120.0
2021-01,16,Attire,30021,10.0
2021-02,3,Beds,30036,60.0
2021-02,1,Collar,30009,30.0
2021-02,4,Kennel,30005,160.0
2021-01,2,Leashes,30013,40.0
2021-02,11,Toys,30066,125.0
2021-01,5,Attire,30094,10.0
2021-02,3,Beds,30006,60.0
2021-02,7,Crate,30096,120.0
2021-02,5,Attire,30040,20.0
2021-01,18,Crate,30035,120.0
2021-01,11,Toys,30038,50.0
2021-02,16,Attire,30052,10.0
2021-01,10,"Grooming Supplies",30072,100.0
2021-01,17,Gates,30030,100.0
2021-01,7,Crate,30004,240.0
2021-02,8,"Exercise Pen",30009,200.0
2021-01,18,Crate,30050,60.0
2021-02,1,Collar,30035,20.0
2021-02,4,Kennel,30018,80.0
2021-01,14,Beds,30089,30.0
2021-01,15,Kennel,30028,80.0
2021-01,19,"Exercise Pen",30032,200.0
2021-01,11,Toys,30007,50.0
2021-01,7,Crate,30027,60.0
2021-01,9,Bowls,30056,80.0
2021-01,19,"Exercise Pen",30013,200.0
2021-01,10,"Grooming Supplies",30062,125.0
2021-01,8,"Exercise Pen",30061,500.0
2021-02,10,"Grooming Supplies",30007,75.0
2021-02,3,Beds,30065,90.0
2021-02,6,Gates,30044,450.0
2021-02,2,Leashes,30054,100.0
2021-02,5,Attire,30004,20.0
2021-02,16,Attire,30046,20.0
2021-02,6,Gates,30020,300.0
2021-02,11,Toys,30016,100.0
2021-02,8,"Exercise Pen",30088,700.0
2021-02,2,Leashes,30014,80.0
2021-02,2,Leashes,30026,20.0
2021-02,4,Kennel,30033,240.0
2021-02,1,Collar,30015,40.0
2021-03,4,Kennel,30060,40.0
2021-03,15,Kennel,30086,80.0
2021-03,12,Collar,30006,20.0
2021-03,6,Gates,30009,100.0
2021-03,12,Collar,30058,20.0
2021-03,11,Toys,30086,50.0
2021-03,12,Collar,30095,10.0
2021-03,19,"Exercise Pen",30021,100.0
2021-03,15,Kennel,30042,40.0
2021-03,11,Toys,30017,50.0
2021-03,2,Leashes,30017,40.0
2021-03,1,Collar,30069,10.0
2021-03,1,Collar,30082,40.0
2021-04,9,Bowls,30092,20.0
2021-04,8,"Exercise Pen",30034,400.0
2021-04,19,"Exercise Pen",30078,200.0
2021-04,18,Crate,30006,60.0
2021-04,13,Leashes,30020,40.0
2021-04,3,Beds,30028,60.0
2021-04,9,Bowls,30059,20.0
2021-04,1,Collar,30039,20.0
2021-04,7,Crate,30074,60.0
2021-05,1,Collar,30091,30.0
2021-05,9,Bowls,30049,10.0
2021-05,2,Leashes,30001,20.0
2021-05,10,"Grooming Supplies",30053,50.0
2021-05,12,Collar,30017,20.0
2021-05,22,Toys,30036,25.0
2021-05,14,Beds,30056,60.0
2021-05,8,"Exercise Pen",30031,200.0
2021-05,4,Kennel,30050,80.0
2021-06,19,"Exercise Pen",30077,200.0
2021-06,8,"Exercise Pen",30041,200.0
2021-06,19,"Exercise Pen",30047,100.0
2021-06,11,Toys,30002,25.0
2021-06,8,"Exercise Pen",30088,100.0
2021-06,8,"Exercise Pen",30078,200.0
2021-06,11,Toys,30092,50.0
2021-06,17,Gates,30065,100.0
2021-06,11,Toys,30084,75.0
2021-06,5,Attire,30091,30.0
2021-06,14,Beds,30075,30.0
2021-06,10,"Grooming Supplies",30028,100.0
2021-07,11,Toys,30023,75.0
2021-07,8,"Exercise Pen",30096,200.0
2021-07,16,Attire,30033,20.0
2021-07,11,Toys,30059,25.0
2021-07,7,Crate,30033,120.0
2021-07,6,Gates,30067,50.0
2021-07,9,Bowls,30039,10.0
2021-07,9,Bowls,30041,10.0
2021-07,1,Collar,30047,10.0
2021-07,3,Beds,30068,30.0
2021-08,9,Bowls,30033,20.0
2021-08,10,"Grooming Supplies",30045,25.0
2021-08,12,Collar,30004,20.0
2021-08,7,Crate,30018,60.0
2021-08,19,"Exercise Pen",30096,100.0
2021-08,8,"Exercise Pen",30064,100.0
2021-09,17,Gates,30013,50.0
2021-09,1,Collar,30081,20.0
2021-09,2,Leashes,30024,100.0
2021-09,5,Attire,30046,20.0
2021-09,8,"Exercise Pen",30042,300.0
2021-09,19,"Exercise Pen",30059,100.0
2021-09,1,Collar,30045,40.0
2021-09,4,Kennel,30038,40.0
2021-09,12,Collar,30010,20.0
2021-09,9,Bowls,30027,10.0
2021-10,2,Leashes,30063,40.0
2021-10,6,Gates,30051,200.0
2021-10,4,Kennel,30057,40.0
2021-10,4,Kennel,30066,160.0
2021-10,15,Kennel,30019,40.0
2021-10,15,Kennel,30011,160.0
2021-10,3,Beds,30058,60.0
2021-10,11,Toys,30008,25.0
2021-10,6,Gates,30063,100.0
2021-10,1,Collar,30030,10.0
2021-10,10,"Grooming Supplies",30007,25.0
2021-10,4,Kennel,30035,40.0
2021-10,9,Bowls,30004,20.0
2021-10,19,"Exercise Pen",30093,100.0
2021-10,4,Kennel,30008,40.0
2021-11,10,"Grooming Supplies",30016,25.0
2021-11,8,"Exercise Pen",30042,200.0
2021-11,2,Leashes,30025,20.0
2021-11,11,Toys,30020,50.0
2021-11,10,"Grooming Supplies",30054,50.0
2021-11,10,"Grooming Supplies",30047,50.0
2021-11,7,Crate,30073,120.0
2021-11,16,Attire,30059,20.0
2021-12,2,Leashes,30039,20.0
2021-12,8,"Exercise Pen",30062,100.0
2021-12,3,Beds,30083,60.0
2021-12,3,Beds,30056,30.0
2021-12,14,Beds,30088,60.0
2021-12,5,Attire,30087,20.0
2021-12,6,Gates,30051,50.0
2021-12,1,Collar,30049,20.0
2021-12,11,Toys,30069,25.0
2021-12,4,Kennel,30057,40.0
2021-12,3,Beds,30004,30.0
2021-12,22,Toys,30097,50.0
2021-12,2,Leashes,30079,40.0
2021-12,6,Gates,30004,100.0
2021-12,6,Gates,30032,100.0
2021-12,6,Gates,30066,100.0
2021-12,6,Gates,30088,50.0
2021-01,1,Collar,30044,50.0
2021-01,5,Attire,30079,40.0
2021-01,5,Attire,30009,20.0
2021-01,9,Bowls,30069,40.0
2021-01,7,Crate,30051,240.0
2021-02,11,Toys,30032,150.0
2021-02,5,Attire,30053,20.0
2021-02,8,"Exercise Pen",30091,300.0
2021-02,4,Kennel,30093,200.0
2021-03,11,Toys,30080,50.0
2021-03,3,Beds,30018,90.0
2021-01,4,Kennel,30002,40.0
2021-01,15,Kennel,30099,80.0
2021-01,4,Kennel,30074,200.0
2021-01,9,Bowls,30097,80.0
2021-02,2,Leashes,30031,60.0
2021-02,7,Crate,30061,300.0
2021-03,5,Attire,30018,10.0
2021-01,17,Gates,30001,150.0
2021-01,7,Crate,30019,420.0
2021-01,1,Collar,30072,30.0
2021-01,12,Collar,30025,10.0
2021-02,16,Attire,30088,10.0
2021-02,15,Kennel,30067,120.0
2021-03,10,"Grooming Supplies",30020,50.0
2021-03,11,Toys,30013,25.0
2021-01,5,Attire,30053,80.0
2021-02,3,Beds,30024,210.0
2021-01,19,"Exercise Pen",30008,100.0
2021-02,3,Beds,30068,120.0
2021-01,3,Beds,30043,270.0
2021-01,14,Beds,30040,30.0
2021-01,17,Gates,30077,50.0
2021-01,12,Collar,30042,20.0
2021-01,2,Leashes,30055,40.0
2021-01,6,Gates,30044,100.0
2021-01,14,Beds,30060,60.0
2021-01,7,Crate,30086,360.0
2021-02,1,Collar,30038,30.0
2021-02,21,"Grooming Supplies",30004,25.0
2021-02,13,Leashes,30099,20.0
2021-02,2,Leashes,30068,40.0
2021-01,3,Beds,30037,90.0
2021-02,12,Collar,30085,10.0
2021-02,6,Gates,30075,200.0
2021-02,15,Kennel,30041,40.0
2021-01,15,Kennel,30096,80.0
2021-01,8,"Exercise Pen",30076,300.0
2021-01,9,Bowls,30081,20.0
2021-02,17,Gates,30072,200.0
2021-01,2,Leashes,30063,80.0
2021-02,15,Kennel,30024,40.0
2021-02,11,Toys,30051,25.0
2021-02,10,"Grooming Supplies",30066,25.0
2021-02,6,Gates,30089,50.0
2021-02,2,Leashes,30044,180.0
2021-01,6,Gates,30040,50.0
2021-01,1,Collar,30074,30.0
2021-01,21,"Grooming Supplies",30070,50.0
2021-01,19,"Exercise Pen",30030,100.0
2021-01,19,"Exercise Pen",30088,100.0
2021-01,7,Crate,30002,300.0
2021-01,11,Toys,30004,150.0
2021-01,18,Crate,30071,120.0
2021-01,21,"Grooming Supplies",30019,50.0
2021-01,18,Crate,30066,360.0
2021-01,11,Toys,30037,100.0
2021-01,16,Attire,30013,20.0
2021-01,15,Kennel,30067,160.0
2021-01,8,"Exercise Pen",30074,600.0
2021-01,17,Gates,30014,200.0
2021-01,4,Kennel,30083,160.0
2021-01,3,Beds,30034,180.0
2021-01,14,Beds,30002,180.0
2021-01,5,Attire,30018,110.0
2021-02,2,Leashes,30009,180.0
2021-02,2,Leashes,30079,40.0
2021-02,8,"Exercise Pen",30045,400.0
2021-02,8,"Exercise Pen",30019,500.0
2021-02,1,Collar,30003,70.0
2021-02,6,Gates,30085,350.0
2021-02,4,Kennel,30042,160.0
2021-02,6,Gates,30072,150.0
2021-02,9,Bowls,30077,60.0
2021-02,1,Collar,30067,30.0
2021-02,11,Toys,30090,50.0
2021-03,9,Bowls,30015,40.0
2021-03,16,Attire,30091,10.0
2021-03,8,"Exercise Pen",30030,100.0
2021-03,5,Attire,30065,40.0
2021-03,7,Crate,30020,60.0
2021-03,2,Leashes,30092,40.0
2021-03,6,Gates,30040,200.0
2021-03,17,Gates,30016,100.0
2021-03,4,Kennel,30011,40.0
2021-03,2,Leashes,30076,40.0
2021-03,5,Attire,30080,20.0
2021-03,8,"Exercise Pen",30028,200.0
2021-03,2,Leashes,30088,40.0
2021-04,5,Attire,30098,10.0
2021-04,5,Attire,30027,40.0
2021-04,11,Toys,30049,25.0
2021-04,22,Toys,30044,25.0
2021-04,1,Collar,30084,20.0
2021-04,4,Kennel,30082,40.0
2021-04,10,"Grooming Supplies",30072,75.0
2021-04,9,Bowls,30095,30.0
2021-04,15,Kennel,30029,40.0
2021-04,5,Attire,30025,20.0
2021-05,9,Bowls,30011,20.0
2021-05,5,Attire,30090,10.0
2021-05,3,Beds,30044,60.0
2021-05,10,"Grooming Supplies",30066,25.0
2021-05,7,Crate,30092,60.0
2021-05,22,Toys,30045,25.0
2021-05,2,Leashes,30097,20.0
2021-05,1,Collar,30014,10.0
2021-05,2,Leashes,30062,20.0
2021-05,6,Gates,30049,50.0
2021-06,2,Leashes,30092,40.0
2021-06,14,Beds,30017,60.0
2021-06,15,Kennel,30097,80.0
2021-06,2,Leashes,30078,60.0
2021-06,12,Collar,30031,10.0
2021-06,8,"Exercise Pen",30054,100.0
2021-06,5,Attire,30035,20.0
2021-06,10,"Grooming Supplies",30068,25.0
2021-06,7,Crate,30094,120.0
2021-06,18,Crate,30037,120.0
2021-06,2,Leashes,30008,20.0
2021-07,1,Collar,30038,20.0
2021-07,11,Toys,30069,25.0
2021-07,13,Leashes,30050,20.0
2021-07,13,Leashes,30076,40.0
2021-07,3,Beds,30092,120.0
2021-07,8,"Exercise Pen",30012,200.0
2021-07,11,Toys,30064,25.0
2021-07,1,Collar,30023,10.0
2021-07,12,Collar,30047,20.0
2021-07,22,Toys,30029,25.0
2021-07,7,Crate,30096,60.0
2021-07,2,Leashes,30093,40.0
2021-08,19,"Exercise Pen",30022,200.0
2021-08,14,Beds,30052,30.0
2021-08,11,Toys,30094,50.0
2021-08,17,Gates,30078,50.0
2021-08,8,"Exercise Pen",30071,100.0
2021-08,4,Kennel,30093,80.0
2021-08,5,Attire,30060,10.0
2021-08,8,"Exercise Pen",30032,100.0
2021-09,3,Beds,30090,60.0
2021-09,1,Collar,30023,20.0
2021-09,18,Crate,30087,120.0
2021-09,7,Crate,30075,60.0
2021-09,8,"Exercise Pen",30049,200.0
2021-09,11,Toys,30078,25.0
2021-09,10,"Grooming Supplies",30059,25.0
2021-09,9,Bowls,30066,10.0
2021-10,7,Crate,30076,180.0
2021-10,3,Beds,30009,60.0
2021-10,15,Kennel,30028,80.0
2021-10,4,Kennel,30094,40.0
2021-10,5,Attire,30089,20.0
2021-11,11,Toys,30043,50.0
2021-11,7,Crate,30068,60.0
2021-11,5,Attire,30062,30.0
2021-11,2,Leashes,30042,40.0
2021-11,9,Bowls,30096,20.0
2021-11,7,Crate,30005,60.0
2021-11,14,Beds,30025,30.0
2021-11,9,Bowls,30040,20.0
2021-12,1,Collar,30070,10.0
2021-12,9,Bowls,30015,20.0
2021-12,10,"Grooming Supplies",30042,50.0
2021-12,2,Leashes,30087,60.0
2021-12,6,Gates,30027,100.0
2021-12,8,"Exercise Pen",30065,100.0
2021-12,20,Bowls,30089,10.0
2021-12,9,Bowls,30050,20.0
2021-12,6,Gates,30044,100.0
2021-12,5,Attire,30066,30.0
2021-12,8,"Exercise Pen",30045,200.0
2021-12,22,Toys,30073,50.0
2021-01,11,Toys,30067,175.0
2021-01,4,Kennel,30057,240.0
2021-01,4,Kennel,30059,200.0
2021-01,6,Gates,30074,300.0
2021-01,15,Kennel,30062,80.0
2021-01,5,Attire,30054,50.0
2021-02,21,"Grooming Supplies",30096,25.0
2021-02,6,Gates,30050,150.0
2021-02,15,Kennel,30089,80.0
2021-02,15,Kennel,30005,80.0
2021-02,22,Toys,30029,50.0
2021-03,21,"Grooming Supplies",30044,50.0
2021-03,20,Bowls,30058,10.0
2021-01,4,Kennel,30036,360.0
2021-01,1,Collar,30056,50.0
2021-02,19,"Exercise Pen",30081,200.0
2021-02,4,Kennel,30057,120.0
2021-02,2,Leashes,30087,40.0
2021-03,6,Gates,30031,50.0
2021-01,4,Kennel,30049,120.0
2021-01,2,Leashes,30093,60.0
2021-01,1,Collar,30087,40.0
2021-01,11,Toys,30039,25.0
2021-01,11,Toys,30043,75.0
2021-03,11,Toys,30064,25.0
2021-03,2,Leashes,30090,40.0
2021-03,21,"Grooming Supplies",30096,50.0
2021-01,11,Toys,30024,175.0
2021-02,8,"Exercise Pen",30063,200.0
2021-02,21,"Grooming Supplies",30034,50.0
2021-02,3,Beds,30012,90.0
2021-01,17,Gates,30005,100.0
2021-02,11,Toys,30004,75.0
2021-02,6,Gates,30077,100.0
2021-02,17,Gates,30023,100.0
2021-01,19,"Exercise Pen",30079,200.0
2021-01,19,"Exercise Pen",30019,300.0
2021-01,3,Beds,30033,240.0
2021-02,3,Beds,30083,90.0
2021-02,10,"Grooming Supplies",30054,75.0
2021-02,4,Kennel,30097,280.0
2021-02,3,Beds,30061,30.0
2021-02,17,Gates,30063,200.0
2021-01,1,Collar,30019,60.0
2021-02,3,Beds,30062,330.0
2021-02,3,Beds,30033,60.0
2021-01,3,Beds,30066,150.0
2021-01,16,Attire,30002,10.0
2021-01,7,Crate,30023,60.0
2021-01,2,Leashes,30039,40.0
2021-02,13,Leashes,30089,40.0
2021-01,3,Beds,30086,90.0
2021-02,4,Kennel,30031,80.0
2021-01,15,Kennel,30050,160.0
2021-02,12,Collar,30058,20.0
2021-01,16,Attire,30077,40.0
2021-01,5,Attire,30066,30.0
2021-01,9,Bowls,30024,50.0
2021-02,3,Beds,30056,30.0
2021-02,13,Leashes,30030,40.0
2021-02,21,"Grooming Supplies",30088,50.0
2021-01,6,Gates,30052,50.0
2021-01,17,Gates,30073,100.0
2021-01,13,Leashes,30052,80.0
2021-01,1,Collar,30052,90.0
2021-01,6,Gates,30021,150.0
2021-01,11,Toys,30001,250.0
2021-01,11,Toys,30021,25.0
2021-01,20,Bowls,30089,40.0
2021-01,3,Beds,30083,210.0
2021-01,2,Leashes,30077,80.0
2021-01,6,Gates,30089,500.0
2021-02,21,"Grooming Supplies",30005,50.0
2021-02,1,Collar,30097,70.0
2021-02,9,Bowls,30054,80.0
2021-02,20,Bowls,30053,10.0
2021-02,3,Beds,30073,150.0
2021-02,19,"Exercise Pen",30031,300.0
2021-02,6,Gates,30053,150.0
2021-02,1,Collar,30095,60.0
2021-02,1,Collar,30071,30.0
2021-02,10,"Grooming Supplies",30034,75.0
2021-02,1,Collar,30068,50.0
2021-02,4,Kennel,30036,160.0
2021-02,15,Kennel,30006,160.0
2021-02,6,Gates,30081,100.0
2021-02,6,Gates,30057,100.0
2021-03,6,Gates,30097,150.0
2021-03,6,Gates,30025,100.0
2021-03,7,Crate,30052,240.0
2021-03,4,Kennel,30057,80.0
2021-03,21,"Grooming Supplies",30063,50.0
2021-03,6,Gates,30017,50.0
2021-03,2,Leashes,30011,40.0
2021-03,17,Gates,30067,200.0
2021-03,6,Gates,30003,200.0
2021-03,9,Bowls,30032,30.0
2021-03,8,"Exercise Pen",30037,100.0
2021-03,4,Kennel,30007,120.0
2021-03,4,Kennel,30095,40.0
2021-03,8,"Exercise Pen",30024,100.0
2021-03,7,Crate,30082,120.0
2021-04,17,Gates,30047,50.0
2021-04,8,"Exercise Pen",30028,100.0
2021-04,5,Attire,30039,20.0
2021-04,9,Bowls,30022,20.0
2021-04,10,"Grooming Supplies",30004,50.0
2021-04,2,Leashes,30092,40.0
2021-04,3,Beds,30074,60.0
2021-05,16,Attire,30031,20.0
2021-05,7,Crate,30079,60.0
2021-05,5,Attire,30013,60.0
2021-05,2,Leashes,30077,80.0
2021-05,19,"Exercise Pen",30034,100.0
2021-05,9,Bowls,30087,20.0
2021-05,16,Attire,30046,10.0
2021-05,9,Bowls,30058,10.0
2021-05,9,Bowls,30088,30.0
2021-05,8,"Exercise Pen",30068,100.0
2021-05,22,Toys,30080,50.0
2021-06,16,Attire,30005,20.0
2021-06,16,Attire,30055,20.0
2021-06,11,Toys,30027,25.0
2021-06,6,Gates,30061,50.0
2021-06,21,"Grooming Supplies",30024,25.0
2021-06,3,Beds,30071,60.0
2021-06,7,Crate,30092,120.0
2021-07,10,"Grooming Supplies",30033,50.0
2021-07,1,Collar,30034,20.0
2021-07,4,Kennel,30044,160.0
2021-07,3,Beds,30036,30.0
2021-07,11,Toys,30046,25.0
2021-07,3,Beds,30079,60.0
2021-07,10,"Grooming Supplies",30040,25.0
2021-07,6,Gates,30028,50.0
2021-08,17,Gates,30046,100.0
2021-08,7,Crate,30066,120.0
2021-08,8,"Exercise Pen",30021,200.0
2021-08,6,Gates,30068,50.0
2021-08,4,Kennel,30050,80.0
2021-08,10,"Grooming Supplies",30043,50.0
2021-08,20,Bowls,30047,10.0
2021-08,9,Bowls,30025,20.0
2021-09,10,"Grooming Supplies",30078,25.0
2021-09,10,"Grooming Supplies",30049,25.0
2021-09,9,Bowls,30085,10.0
2021-09,16,Attire,30065,10.0
2021-09,1,Collar,30010,20.0
2021-09,21,"Grooming Supplies",30096,25.0
2021-09,4,Kennel,30004,40.0
2021-09,8,"Exercise Pen",30086,200.0
2021-09,6,Gates,30004,100.0
2021-09,22,Toys,30067,50.0
2021-09,11,Toys,30060,50.0
2021-10,5,Attire,30042,10.0
2021-10,9,Bowls,30016,10.0
2021-10,18,Crate,30083,120.0
2021-10,11,Toys,30049,25.0
2021-10,7,Crate,30064,120.0
2021-10,19,"Exercise Pen",30018,300.0
2021-10,11,Toys,30014,25.0
2021-10,8,"Exercise Pen",30028,200.0
2021-10,5,Attire,30094,10.0
2021-11,8,"Exercise Pen",30031,200.0
2021-11,16,Attire,30076,10.0
2021-11,8,"Exercise Pen",30026,400.0
2021-11,10,"Grooming Supplies",30055,100.0
2021-11,5,Attire,30029,20.0
2021-11,14,Beds,30020,90.0
2021-11,15,Kennel,30013,80.0
2021-11,9,Bowls,30007,30.0
2021-11,21,"Grooming Supplies",30061,25.0
2021-11,15,Kennel,30002,80.0
2021-11,10,"Grooming Supplies",30044,50.0
2021-11,16,Attire,30048,20.0
2021-11,2,Leashes,30067,20.0
2021-11,2,Leashes,30097,40.0
2021-12,12,Collar,30072,10.0
2021-12,10,"Grooming Supplies",30070,25.0
2021-12,11,Toys,30070,50.0
2021-12,1,Collar,30028,20.0
2021-12,12,Collar,30032,10.0
2021-12,15,Kennel,30090,80.0
2021-12,7,Crate,30076,120.0
2021-12,9,Bowls,30010,20.0
2021-12,6,Gates,30023,50.0
2021-12,2,Leashes,30098,20.0
2021-01,3,Beds,30049,150.0
2021-01,1,Collar,30007,40.0
2021-01,4,Kennel,30028,80.0
2021-02,8,"Exercise Pen",30097,200.0
2021-02,8,"Exercise Pen",30040,700.0
2021-02,13,Leashes,30059,20.0
2021-03,6,Gates,30098,100.0
